Cluster Index, Region:Probability, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00027,'1025:0.9782','1010:0.8575','1029:0.64314','1005:0.36707','5001:0.30276','1013:0.27669','251:0.16837','1021:0.15265','1016:0.14862','17:0.14856','10:0.089513','2:0.061791','1008:0.011743','28:0.010756','1007:0.0099982','16:0.0074269','1011:0.0056362','1023:0.0054869','8:0.0022728','252:0.0014119','77:0.0010675','1035:0.00040176','11:0.00033289','7:0.00017218','1030:8.0353e-05','1001:6.8874e-05','1009:6.8874e-05','1015:2.2958e-05','1017:1.1479e-05','1031:1.1479e-05','1034:1.1479e-05',,,,,,,,,,,,,,,,,,,,,
cluster_00028,'1005:0.85475','1021:0.81148','1029:0.77168','1025:0.62549','1013:0.50085','1011:0.045661','1007:0.038665','5001:0.03239','1008:0.017474','1010:0.012503','8:0.0077253','1009:0.0028216','77:0.002267','7:0.00021405','1015:9.7296e-06','1016:9.7296e-06',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00029,'1008:0.99949','1015:0.62664','1001:0.32657','1031:0.11533','1009:0.096695','1011:0.075208','1029:0.068772','5001:0.041532','1030:0.025227','1007:0.0020243','1025:0.0012102','1013:0.00081414','77:5.5009e-05','1022:4.4007e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00030,'1008:0.91609','1029:0.91301','1011:0.64945','1025:0.32235','5001:0.050254','1009:0.026765','1007:0.022805','1021:0.022522','1015:0.017125','1005:0.0073425','1013:0.0058103','1017:0.00087214','1001:0.00076607','77:0.00031821','1031:3.5357e-05','8:2.3571e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00031,'1008:0.99821','1011:0.60919','1009:0.561','1015:0.40308','1029:0.31982','1007:0.20064','5001:0.13503','1001:0.057848','1025:0.052461','1013:0.027094','8:0.0057104','1021:0.0038324','1031:0.0012012','77:0.00059106','1030:0.00018113','1017:1.9067e-05','7:9.5333e-06','1022:9.5333e-06',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00032,'1025:0.94003','5001:0.73112','1029:0.67627','1010:0.58068','251:0.24024','10:0.090451','2:0.049955','17:0.044836','1013:0.021281','1016:0.017799','1008:0.0092786','1005:0.0049585','1023:0.0039808','1001:0.0035418','16:0.0030929','1007:0.0028734','1017:0.002145','28:0.0021251','1030:0.0014666','1031:0.0011274','1035:0.0006485','252:0.00062855','8:0.00053876','1009:0.00036915','1015:0.0001297','11:9.977e-05','1022:9.977e-05','1021:8.9793e-05','1034:7.9816e-05','77:4.9885e-05','1011:3.9908e-05',,,,,,,,,,,,,,,,,,,,,
cluster_00033,'1025:0.88157','5001:0.67895','1010:0.66541','1005:0.66499','1021:0.65854','1029:0.63435','1013:0.41142','1011:0.30426','251:0.24069','10:0.16742','17:0.12258','1008:0.099047','2:0.0967','1016:0.030849','1023:0.016063','28:0.015145','16:0.0068986','1007:0.0061499','252:0.0055608','11:0.0027654','77:0.0019168','1030:0.0014576','1001:0.0013278','1035:0.0010183','1009:0.00015974','1015:0.00014975','1031:0.00013977','8:8.9852e-05','1034:5.9901e-05','1017:3.9934e-05','7:9.9835e-06','12:9.9835e-06','13:9.9835e-06','253:9.9835e-06',,,,,,,,,,,,,,,,,,
cluster_00034,'5001:0.99863','251:0.97391','1010:0.8641','1009:0.85201','1025:0.84569','1029:0.69624','1008:0.4707','1015:0.44873','1001:0.37811','1007:0.357','1013:0.18386','1011:0.13961','1023:0.10369','1017:0.082883','1031:0.077135','1030:0.046637','8:0.025098','2:0.017184','1022:0.017171','1005:0.017072','1016:0.012082','252:0.010975','1035:0.0043426','1021:0.0041311','10:0.0039942','1024:0.0025135','17:0.0019784','7:0.0015056','11:0.00065948','28:0.00042306','77:0.00042306','1034:8.7102e-05',,,,,,,,,,,,,,,,,,,,
cluster_00035,'1008:0.99995','1029:0.34364','1015:0.20186','1011:0.20094','1031:0.17452','5001:0.12246','1001:0.053361','1009:0.029416','1025:0.0070986','1030:0.0062502','1022:0.0020949','1007:0.00045015','1013:0.00032896','1021:0.00010388','77:6.9254e-05','1017:6.9254e-05','1024:3.4627e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00036,'1029:0.983','1011:0.83544','1008:0.64127','1025:0.37706','1021:0.094295','1005:0.079977','1007:0.069061','5001:0.058175','1013:0.014793','1009:0.0046338','1015:0.0016965','77:7.7553e-05','8:2.9082e-05','1001:9.6941e-06','1031:9.6941e-06',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00037,'5001:0.98211','1029:0.89254','1001:0.69409','1008:0.66616','1030:0.66325','1025:0.55034','1015:0.52699','1009:0.35105','1011:0.2275','1034:0.17311','1031:0.16266','1005:0.11517','1035:0.10719','1013:0.086935','1021:0.068699','1007:0.061261','1016:0.018654','12:0.002466','1022:0.001929','1024:0.00071593','1010:0.00032813','17:0.00024859','77:0.00020881','13:0.00017898','2:0.00010938','8:2.983e-05','28:2.983e-05','1023:1.9887e-05','10:9.9434e-06',,,,,,,,,,,,,,,,,,,,,,,
cluster_00038,'5001:0.94396','1029:0.91989','1025:0.86408','10:0.64469','28:0.41569','16:0.23517','1008:0.22468','1035:0.18475','17:0.18159','1030:0.12964','1013:0.094764','1016:0.092602','1010:0.076666','1005:0.071594','1031:0.053116','1007:0.030889','12:0.023707','2:0.023105','1034:0.021833','13:0.01861','1021:0.011402','1011:0.007588','1001:0.0048752','8:0.0044951','18:0.0022803','1009:0.001992','1015:0.0014416','251:0.001363','7:0.0012581','1006:0.00095669','1023:0.00087806','11:0.00056353','1014:0.00036695','77:0.00022279','252:5.2421e-05','1017:5.2421e-05','1012:2.6211e-05','1033:1.3105e-05',,,,,,,,,,,,,,
cluster_00039,'1029:0.99009','1025:0.682','1008:0.67257','1011:0.47647','1021:0.062674','1005:0.058349','5001:0.051167','1013:0.011147','1007:0.0083032','1009:0.00097449','1017:0.00038713','77:0.00021359','1010:0.00021359','1015:9.3444e-05','1022:8.0095e-05','1001:1.3349e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00040,'1025:0.98677','5001:0.92047','1010:0.89684','251:0.88744','1029:0.41007','10:0.067786','1023:0.038118','2:0.035739','1005:0.017366','17:0.015723','1017:0.0056526','1013:0.0031378','252:0.0024242','1008:0.0015519','1016:0.00098552','28:0.00095154','16:0.00079295','1021:0.00018125','1035:0.00011328','77:3.3984e-05','11:2.2656e-05','1011:1.1328e-05','1022:1.1328e-05','1031:1.1328e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00041,'5001:0.99999','251:0.87792','1010:0.73928','1030:0.69988','1001:0.68197','1015:0.62691','1009:0.57335','1031:0.56313','1035:0.35091','1023:0.34317','1008:0.27185','1007:0.26199','1034:0.21394','1013:0.12436','252:0.12411','1025:0.088353','1016:0.074753','1011:0.057485','1029:0.03314','17:0.026466','10:0.022784','2:0.021914','1022:0.017462','12:0.014938','11:0.013657','28:0.01296','8:0.0097954','1024:0.0048833','1017:0.0044086','13:0.0041857','16:0.0028983','18:0.002136','1006:0.00105','1014:0.00088461','1021:0.00030925','7:0.00030206','1012:0.00025891','1033:0.00016541','77:0.00015822','1018:0.00014384','26:7.1919e-06','85:7.1919e-06','1003:7.1919e-06',,,,,,,,,
cluster_00042,'1029:0.99457','1008:0.93194','1025:0.41386','5001:0.32036','1031:0.097292','1017:0.0069867','1011:0.0022626','1005:0.0019394','1015:0.0014918','1022:0.0013675','1001:0.0013178','77:0.00034809','1030:0.00033566','1023:0.00017405','1024:0.00011189','1010:4.9728e-05','1009:1.2432e-05','1021:1.2432e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00043,'5001:0.97655','1025:0.95098','1009:0.90953','1029:0.61759','1007:0.41933','1001:0.38975','1015:0.38295','1013:0.25003','1008:0.21137','1005:0.06217','1030:0.057511','1011:0.048779','1031:0.0362','8:0.027879','1010:0.015565','1021:0.014816','1016:0.014588','1023:0.0037543','77:0.00089519','1017:0.00087692','1035:0.00049327','17:0.00022836','7:0.00021923','1034:3.6538e-05','2:1.8269e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00044,'5001:0.9892','1029:0.83324','1015:0.8237','1009:0.72885','1025:0.72009','1001:0.61872','1030:0.37953','1007:0.27815','1031:0.21224','1008:0.19617','1013:0.17225','1016:0.099016','1035:0.023919','1011:0.022616','17:0.013373','1017:0.013303','1034:0.013203','1005:0.013092','1010:0.01201','1021:0.0099948','1023:0.0095637','2:0.0065863','8:0.0014837','77:0.00054134','1022:0.00038094','10:0.00017042','12:6.0149e-05','28:5.0124e-05','1006:4.0099e-05','11:3.0075e-05','1024:1.0025e-05',,,,,,,,,,,,,,,,,,,,,
cluster_00045,'251:0.98968','1025:0.97237','1010:0.96398','5001:0.80325','1029:0.6805','1005:0.37299','1013:0.19323','1021:0.18865','1008:0.053456','2:0.044108','1011:0.040022','17:0.013537','1016:0.012052','10:0.0077605','1007:0.0069227','1023:0.0021606','77:0.002043','1009:0.0011317','1030:0.00076429','1031:0.00058792','1001:0.00036745','28:0.00032335','1035:0.00027926','252:0.00010289','1017:7.3489e-05','1034:5.8792e-05','8:2.9396e-05','11:2.9396e-05','16:2.9396e-05','1015:2.9396e-05','13:1.4698e-05','1022:1.4698e-05','1024:1.4698e-05',,,,,,,,,,,,,,,,,,,
cluster_00046,'1029:0.99316','1008:0.81792','1025:0.61194','5001:0.15513','1011:0.067731','1005:0.019997','1021:0.0057605','1017:0.0010967','1015:0.0007134','1013:0.00062822','1031:0.00056433','1009:0.00040462','1007:0.00037267','1023:0.00034073','77:0.00027684','1022:0.00018101','1001:0.00017037','1010:9.583e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00047,'251:0.99599','5001:0.9834','1008:0.91581','1025:0.91203','1029:0.86224','1010:0.85141','1031:0.063895','1011:0.049598','1023:0.043921','1005:0.016845','1017:0.014821','1015:0.011018','2:0.0093687','1009:0.0036351','10:0.0028294','1030:0.00193','1001:0.0016864','1022:0.0016676','1021:0.0015552','1035:0.0014053','1013:0.0013304','252:0.0010868','77:0.00078697','1007:0.00026232','11:0.00022485','1034:9.3687e-05',,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00048,'1008:0.98082','1030:0.9126','5001:0.84555','1001:0.77014','1029:0.27248','1031:0.27156','1034:0.2354','1011:0.14463','1015:0.138','1035:0.10382','1025:0.089975','1009:0.02394','1022:0.0084593','1013:0.0083716','12:0.0035064','1024:0.0018847','1021:0.001613','1007:0.00093797','1005:0.00015779','13:0.00013149','1016:7.0129e-05','77:5.2597e-05','1023:2.6298e-05','1017:1.7532e-05','1010:8.7661e-06',,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00049,'1025:0.98305','1029:0.53584','1010:0.3663','5001:0.36398','1005:0.092249','1013:0.066255','1008:0.023175','1021:0.013223','251:0.0069612','1031:0.003572','1023:0.0024854','1009:0.0021088','1011:0.0013234','1001:0.0012911','1030:0.0010221','2:0.00090377','1007:0.00083922','77:0.00061327','8:0.00057024','17:0.0002905','1017:0.0002367','1016:7.5314e-05','10:5.3796e-05','1015:5.3796e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00050,'5001:0.99585','1008:0.92525','1029:0.56616','1035:0.55623','10:0.46265','28:0.41065','1030:0.30562','1031:0.30383','1025:0.20646','16:0.19045','12:0.16652','1034:0.14626','13:0.11434','17:0.095186','1011:0.052055','1001:0.040116','1016:0.014571','18:0.01111','1013:0.007996','2:0.0070815','1010:0.0066984','1015:0.0056108','1007:0.0052771','1022:0.0037817','11:0.0033245','1014:0.0029537','1024:0.0026448','1017:0.0025335','1009:0.0011246','1021:0.0010258','1006:0.00090218','8:0.00086511','1005:0.00084039','1023:0.0007168','1012:0.00022246','7:0.00017302','77:0.00012359','251:0.00012359','26:2.4717e-05','252:2.4717e-05','253:1.2359e-05','1018:1.2359e-05',,,,,,,,,,
cluster_00051,'1025:0.91189','1007:0.6999','1029:0.68292','5001:0.67548','1011:0.53596','1009:0.50941','1008:0.47477','1013:0.34815','1005:0.090889','1021:0.080796','1015:0.077812','8:0.071881','1001:0.026091','1010:0.0040091','77:0.0015883','1023:0.0014602','1017:0.00114','7:0.0010247','1016:0.00085817','1031:0.00033302','17:8.966e-05','1030:8.966e-05','1022:2.5617e-05','10:1.2809e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00052,'1008:0.99863','1015:0.73391','1009:0.67684','1011:0.29181','1001:0.21914','1007:0.08496','5001:0.076917','1029:0.049621','1013:0.0091758','1025:0.0087957','1031:0.0073794','8:0.001938','1030:0.00081248','77:0.0005665','1021:0.00021616','1016:7.454e-06',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00053,'1025:0.99512','251:0.99416','1029:0.95005','1010:0.92019','5001:0.73476','1008:0.29642','1005:0.26081','1011:0.057686','1021:0.056628','1013:0.021626','2:0.01104','1023:0.0067915','1007:0.0020622','1031:0.0020622','1017:0.001636','10:0.00090737','77:0.0006599','1009:0.00057741','1030:0.00050867','1022:0.00035745','1015:0.00023372','1035:0.00023372','252:5.4992e-05','11:4.1244e-05','17:4.1244e-05','1001:4.1244e-05',,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00054,'1025:0.94567','1029:0.89896','1011:0.78138','5001:0.35253','1008:0.33322','1021:0.32975','1005:0.20039','1017:0.18963','1023:0.13035','1013:0.079991','1007:0.07426','1022:0.046188','1024:0.013273','1010:0.010173','1028:0.0031004','1031:0.002782','8:0.002229','1009:0.0010726','77:0.00062009','1035:0.00031842','11:0.00016759','1015:5.0277e-05','252:3.3518e-05','7:1.6759e-05','251:1.6759e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00055,'1008:0.99177','1031:0.79752','1015:0.35412','5001:0.23412','1001:0.17398','1011:0.1585','1029:0.083255','1009:0.05696','1030:0.016091','1022:0.0091635','1025:0.001388','1024:0.00091249','1007:0.00062975','77:0.00041126','1013:0.00041126','1021:1.2852e-05','1034:1.2852e-05','1035:1.2852e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
